artists,genres
Sub Urban,['modern indie pop']
Subas Herrero,['manila sound']
Subhumans,"['anarcho-punk', 'crust punk', 'hardcore punk', 'oi', 'punk', 'thrash core', 'uk82']"
Subinoy Roy,['rabindra sangeet']
Sublime,"['reggae fusion', 'ska mexicano', 'ska punk']"
Sublime With Rome,['reggae rock']
Submersed,"['alternative metal', 'hard alternative', 'nu metal', 'post-grunge']"
Substantial,['ambeat']
Subtronics,"['dubstep', 'edm', 'electro house', 'electronic trap']"
Suburban Lawns,"['dance rock', 'post-punk']"
Subvrbs,[]
Suchitra Mitra,['rabindra sangeet']
Sudesh Bhosle,['filmi']
Sudha Karmase,[]
Sudha Malhotra,['classic bollywood']
Sudha Mukherjee,[]
Sudhin Chatterjee,[]
Sudhir Phadke,['marathi traditional']
Sudhirlal Chakroborty,[]
Sue Raney,['vocal jazz']
Sue Richards,"['celtic harp', 'harp', 'string folk', 'welsh folk']"
Sue Thompson,"['adult standards', 'brill building pop', 'deep adult standards']"
Sueco,['cali rap']
Suemy,[]
Suffocation,"['brutal death metal', 'death metal', 'metal', 'new york death metal', 'technical death metal']"
Sufjan Stevens,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
Suga Free,"['g funk', 'gangster rap', 'hip hop', 'hyphy', 'rap', 'west coast rap', 'west coast trap']"
Suga T,"['east coast hip hop', 'electro', 'funk', 'hip hop', 'hip house', 'new jersey rap', 'old school hip hop', 'rap']"
Suga-T,"['east coast hip hop', 'electro', 'funk', 'hip hop', 'hip house', 'new jersey rap', 'old school hip hop', 'rap']"
Sugababes,"['bubblegum dance', 'dance pop', 'europop', 'girl group', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'urban contemporary']"
Sugar,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
Sugar Candy Mountain,"['bay area indie', 'indie garage rock', 'neo-psychedelic', 'oakland indie']"
Sugar Chile Robinson,[]
Sugar Minott,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rock steady', 'roots reggae', 'ska']"
Sugar Ray,"['alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop rock']"
Sugar T.,"['east coast hip hop', 'electro', 'funk', 'hip hop', 'hip house', 'new jersey rap', 'old school hip hop', 'rap']"
Sugarcult,"['emo', 'neon pop punk', 'pop punk', 'screamo']"
Sugarland,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
Sugarloaf,"['classic rock', 'country rock', 'soft rock']"
Suginami Children's Choir,[]
Suginami Junior Chorus,['kodomo no ongaku']
Sui Generis,"['argentine rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'rock nacional']"
Suicidal Tendencies,"['alternative metal', 'crossover thrash', 'funk metal', 'hard rock', 'hardcore punk', 'metal', 'old school thrash', 'punk', 'rap rock', 'thrash metal']"
Suicide,"['indie garage rock', 'lo-fi emo', 'lo-fi indie']"
Suicide Silence,"['deathcore', 'melodic metalcore', 'metalcore', 'screamo']"
Suicideboys,[]
Sujan Majhi,[]
Sujata Bhattacharya,[]
Sujatha,"['deep indian pop', 'filmi']"
Sukhamoy Mazumder,[]
Sukhwinder Singh,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']"
Sukima Switch,"['j-pop', 'j-poprock', 'j-rock']"
Sukumar Mitra,[]
Sulata Foai-Amiatu,[]
Sulochana,[]
Sulochana Kadam,[]
Sum 41,"['alternative metal', 'canadian pop punk', 'canadian punk', 'nu metal', 'pop punk', 'punk']"
Suman Banavalkar,[]
Suman Kalyanpur,"['classic bollywood', 'filmi', 'ghazal']"
Sumati Daru,[]
Sumati Trilokekar,[]
Sumi Jo,"['classical soprano', 'korean classical performance', 'opera']"
Sumita,[]
Sumitra Roy,[]
Sumitra Sen,"['bangla', 'bengali folk', 'rabindra sangeet']"
Summer Heart,"['chillwave', 'indie dream pop', 'indie surf', 'malmo indie', 'shimmer pop']"
Summer Salt,"['indie garage rock', 'indie pop']"
Summer Walker,"['pop', 'r&b']"
Sumo,[]
Sun,"['alternative dance', 'australian dance', 'australian electropop', 'dance-punk', 'electropop', 'indietronica', 'neo-synthpop', 'new rave']"
Sun Kil Moon,"['alternative rock', 'freak folk', 'indie rock', 'modern folk rock', 'slowcore', 'stomp and holler']"
Sun Ra,"['afrofuturism', 'art rock', 'avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'spiritual jazz']"
Sun Ra & His Arkestra,"['experimental', 'experimental big band', 'free jazz']"
Sun Rai,[]
Sunbeam Sound Machine,"['indie garage rock', 'neo-psychedelic']"
Sunbelt,[]
Suncatcher,[]
Sundarammau,[]
Sunday in the Park with George Original Broadway Cast Ensemble,[]
Sundef,[]
Sunder Singh,[]
Sundial,['psychill']
Sunetra,[]
Sung Si Kyung,"['k-indie', 'k-pop', 'korean pop']"
Sunidhi Chauhan,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
Sunil Ghosh,[]
Sunil Roy,[]
Sunita Devi,[]
Sunny Day Real Estate,"['alternative rock', 'emo', 'emo punk', 'indie rock', 'midwest emo', 'modern rock', 'post-hardcore', 'screamo']"
Sunny Lax,"['edm', 'progressive house', 'progressive trance', 'progressive trance house', 'trance', 'uplifting trance']"
Sunny Ledfurd,['redneck']
Sunny Sweeney,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock', 'roots americana', 'texas country']"
Sunnyland Slim,"['blues', 'boogie-woogie', 'chicago blues', 'delta blues', 'piano blues', 'traditional blues']"
Sunset Rollercoaster,['taiwan indie']
Sunshine Anderson,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']"
"Supa Engineer ""Duro""",[]
Supafriendz,[]
Supantho Basu,[]
Super Banda G,['cumbia sonidera']
Super Brujo,['gruperas inmortales']
Super Cat,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae fusion', 'roots reggae']"
Super Grupo Colombia,"['cumbia', 'cumbia colombiana regia', 'cumbia sonidera']"
Super Potro,['cumbia sonidera']
Super Simple Songs,"[""children's music""]"
Super Yei,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']"
Super8 & Tab,"['edm', 'finnish edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
SuperM,['k-pop']
Superb,['k-rap']
Superchick,"['chicago punk', 'christian alternative rock', 'christian music']"
Superchunk,"['alternative pop', 'alternative rock', 'canadian indie', 'emo', 'emo punk', 'freak folk', 'gbvfi', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop', 'noise pop', 'post-hardcore', 'power pop', 'triangle indie']"
Superdrag,"['alternative pop', 'alternative rock', 'gbvfi', 'knoxville indie', 'power pop']"
Supergrass,"['alternative rock', 'britpop', 'modern rock', 'oxford indie', 'pop rock', 'rock']"
Supermerk2,"['cumbia chilena', 'cumbia paraguaya', 'cumbia villera']"
Supernova Chile,[]
Superorganism,['art pop']
Superpower,[]
Supersonic Lizards,[]
Superstarr,[]
Supersuckers,"[""punk 'n' roll"", 'punk blues']"
Supertramp,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']"
Suprabha Sarkar,[]
Supreme Boi,[]
Supriti Ghosh,[]
Suprova Ghosh,[]
Suraiya,"['classic bollywood', 'filmi', 'ghazal']"
Sure Is Pure,[]
Sure Sure,"['indie pop', 'indie poptimism', 'indie rock', 'la indie', 'modern rock', 'vapor soul']"
Surendra,[]
Surendranath,[]
Sures Babu,[]
Suresh,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'modern bollywood', 'sufi']"
Suresh Haldankar,"['hindustani vocal', 'indian classical']"
Suresh Singaratnam & Fabian Almazan,[]
Suresh Wadkar,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'modern bollywood', 'sufi']"
Surf Curse,"['indie garage rock', 'indie pop', 'indie surf', 'surf punk', 'vegas indie']"
Surf Mesa,['tropical house']
Surface,"['bedroom soul', 'pop']"
Surfaces,"['bedroom soul', 'pop']"
Surfer Blood,"['chillwave', 'indie pop', 'indie rock', 'indie surf', 'noise pop', 'nu gaze']"
Surinder Kaur,"['bhangra', 'punjabi folk', 'sufi']"
Survivor,"['album rock', 'hard rock', 'rock', 'soft rock']"
Surya Narayana,[]
Susan Ashton,"['christian music', 'deep christian rock']"
Susan Bell,[]
Susan Boyle,['operatic pop']
Susan Browning,[]
Susan Cadogan,"['lovers rock', 'rock steady']"
Susan Christie,['psychedelic folk']
Susan Egan,"['broadway', 'hollywood', 'movie tunes', 'show tunes']"
Susan Gritton,['classical soprano']
Susan Hayward,[]
Susan Jacks,[]
Susan Johnson,[]
Susan Misner,['show tunes']
Susan Novack,[]
Susan Saradon,[]
Susan Sarandon,['hollywood']
Susan Tedeschi,"['blues rock', 'country rock', 'electric blues', 'modern blues']"
Susan Watson,[]
Susana Baca,"['folklore peruano', 'musica afroperuana', 'world']"
Susana Blaszko,[]
Susana del Carril,[]
Susanna Kwan,"['c-pop', 'cantopop', 'classic cantopop', 'vintage chinese pop']"
Susannah McCorkle,"['adult standards', 'contemporary vocal jazz', 'vocal jazz']"
Susanne Sundfï¿½,"['art pop', 'electropop', 'metropopolis', 'norwegian indie', 'norwegian pop', 'norwegian rock', 'norwegian singer-songwriter']"
Suscat0,[]
Sushil Sahu,[]
Sushila,[]
Sushila Rani,[]
Susie Suh,['acoustic pop']
Susmita Bhattacharya,[]
Susumu Yokota,"['abstract', 'ambient', 'art pop', 'compositional ambient', 'drone', 'dub techno', 'electronica', 'fourth world', 'intelligent dance music', 'j-ambient', 'japanese electronic', 'japanese idm', 'microhouse', 'minimal techno']"
Sutton Foster,"['broadway', 'hollywood', 'show tunes']"
Suzanne Ciani,"['modular synth', 'new age', 'new age piano']"
Suzanne Danco,['classical soprano']
Suzanne Pleshette,[]
Suzanne Vega,"['folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']"
Suzi Benson,[]
Suzi Jane Hokom,[]
Suzi Jane Hokon,[]
Suzi Lane,['deep disco']
Suzi Quatro,"['classic uk pop', 'glam rock']"
Suzie Kaye,[]
Suzy Bogguss,"['country', 'country rock']"
Suzy Delair,['vintage chanson']
Suzy Solidor,['vintage chanson']
Sven Nilsson,[]
Sven-Bertil Taube,"['classic swedish pop', 'folkmusik', 'swedish jazz', 'vintage swedish pop', 'visor']"
Svend Asmussen,['jazz violin']
Svend Asmussens Kvintet,[]
Svend Asmussens Sekstet,[]
Svend Asmussens Skandia Trio,[]
Svend Christensen,[]
Svend Christian Felumb,[]
Sviatoslav Richter,"['classical', 'classical performance', 'classical piano', 'russian classical piano']"
Swae Lee,"['melodic rap', 'pop rap', 'rap', 'trap']"
Swagatalakshmi Dasgupta,"['bangla', 'rabindra sangeet']"
Swami Nikhilananda,[]
Swami Pravatikar,[]
Swamp Dogg,"['funk', 'soul', 'southern soul']"
Swans,[]
Swapan Shome,[]
Swarnalatha,"['deep indian pop', 'filmi', 'tamil pop']"
Swavay,"['atl hip hop', 'indie hip hop']"
Sway & King Tech,[]
Sweatshop Union,"['abstract hip hop', 'political hip hop', 'underground rap']"
Swedish House Mafia,"['big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house']"
Swedish Radio Choir,"['choral', 'swedish choir']"
Sweeney Todd: The Demon Barber of Fleet Street Original Broadway Cast Ensemble,[]
Sweet,[]
Sweet Charity Ensemble,[]
Sweet Charity Orchestra,[]
Sweet Charity Original Broadway Cast,[]
Sweet Comfort Band,['deep christian rock']
Sweet Female Attitude,"['bassline', 'uk garage']"
Sweet Honey In The Rock,"['gospel', ""women's music""]"
Sweet LA,[]
Sweet Micky,['kompa']
Sweet Rush,[]
Sweet Sable,[]
Sweet Sensation,['freestyle']
Sweet Trip,"['art pop', 'dream pop', 'freak folk', 'hyperpop', 'nu gaze', 'shoegaze', 'vaporwave']"
Sweetback,['neo soul']
Sweethearts of the Rodeo,"['country dawn', 'deep contemporary country']"
Sweetwater,['psychedelic rock']
Swell,['japanese chillhop']
Swell Maps,"['dance-punk', 'experimental', 'experimental rock', 'gbvfi', 'industrial', 'post-hardcore', 'post-punk', 'punk blues', 'uk post-punk']"
Swellz,[]
Swervedriver,"['alternative pop', 'alternative rock', 'dream pop', 'nu gaze', 'post-hardcore', 'shoegaze']"
Swing Out Sister,"['new romantic', 'new wave pop', 'sophisti-pop']"
Swingin' Utters,"['american oi', 'melodic hardcore', 'orgcore', 'power-pop punk', 'punk', ""punk 'n' roll"", 'ska punk', 'skate punk']"
Swirlies,"['alternative rock', 'american shoegaze', 'boston rock', 'experimental rock', 'garage psych', 'gbvfi', 'indie punk', 'lo-fi', 'lo-fi indie', 'noise pop', 'nu gaze', 'post-hardcore', 'shoegaze']"
Swishahouse,"['chopped and screwed', 'dirty south rap', 'dirty texas rap', 'gangster rap', 'houston rap', 'trap']"
Swiss Music Box,['music box']
Switch,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'worship']"
Switch Off,[]
Switchfoot,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'worship']"
Swizz Beatz,"['battle rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
SwuM,"['chillhop', 'lo-fi beats']"
Sy Ari Da Kid,"['pop r&b', 'trap', 'trap soul']"
Sy Melano,[]
Sy Oliver,[]
Sy Oliver & His Orchestra,[]
Sy Oliver Choir,[]
Sy Oliver's Orchestra,[]
Sybil,[]
Sybyr,"['dark trap', 'emo rap', 'glitchcore', 'phonk', 'underground hip hop', 'vapor trap']"
Syd,"['alternative r&b', 'lgbtq+ hip hop']"
Syd Dale,"['easy listening', 'exotica', 'library music', 'lounge', 'moog', 'spytrack']"
Syd Matters,"['folktronica', 'french indie folk']"
Sydney Chaplin,[]
Sydney James Harcourt,[]
Sydney Rainer,[]
Syed Mehboob Hussain,[]
Syke,"['g funk', 'west coast rap']"
Syl Johnson,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Syleena Johnson,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Sylk,[]
Sylvan Esso,"['electropop', 'etherpop', 'indie folk', 'indie pop', 'indie rock']"
Sylvester,"['disco', 'hi-nrg', 'post-disco']"
Sylvester Weaver,['traditional blues']
Sylvestre Mï¿½ï¿½ndez y Su Orqu,[]
Sylvia,['rhythm and blues']
Sylvia La Torre,['kundiman']
Sylvia Rexach,[]
Sylvia Telles,"['bossa nova', 'brazilian jazz']"
Sylvia de Grasse,[]
Sylvio Caldas,[]
Symba,[]
Symphony Of The Air,[]
Symphony Orchestra,"['british orchestra', 'classical', 'classical performance', 'orchestra']"
"Symphony Orchestra Of Emilia Romagna ""Arturo Toscanini""",[]
Symposium Musicum,[]
Syn Cole,"['big room', 'dance pop', 'deep tropical house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
Syndee Mayes,[]
Syndicate Of Sound,"['classic garage rock', 'deep classic garage rock', 'freakbeat']"
Synne Madshus,[]
Synthax,['progressive psytrance']
Syntouch,['russian trance']
Syntropy,[]
Syreeta,"['classic soul', 'motown', 'quiet storm']"
Syreeta Wright,[]
System Of A Down,"['alternative metal', 'nu metal', 'rap metal']"
Szymon Goldberg,['violin']
Sï¿½ï¿½ndor B,[]
Sï¿½ï¿½bastien Tel,"['alternative dance', 'downtempo', 'electronica', 'filter house', 'french indie pop', 'french indietronica', 'french synthpop', 'new rave']"
Sï¿½ï¿½rgio Me,"['bossa nova', 'brazilian jazz', 'samba']"
Sï¿½ï¿½rgio Mur,[]
Sï¿½ï¿½mon Pï,[]
Sï¿½ï¿½ Pra Contra,"['axe', 'pagode', 'sertanejo', 'sertanejo universitario']"
Sï¿½ï¿½crates de Je,[]
T A Madhuram,[]
T Bird and the Breaks,"['austindie', 'deep new americana', 'funk']"
T La Rock,"['bronx hip hop', 'east coast hip hop', 'electro', 'hip hop', 'hip house', 'old school hip hop']"
T'Pau,[]
T'nah Apex,[]
T-Bone Walker,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'jazz blues', 'rock-and-roll', 'texas blues', 'traditional blues']"
T-Connection,['disco']
T-Dre,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop r&b', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
T-Mass,"['alternative rock', 'bay area indie', 'chamber psych', 'garage rock', 'indie rock', 'neo-psychedelic', 'nu gaze', 'psychedelic rock', 'rock', 'shoegaze']"
T-Pain,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
T-Shirt,[]
T-Wayne,"['london rap', 'uk hip hop']"
T. A. Mothi,[]
T. Baliardo,[]
T. Bolin,"['blues rock', 'hard rock']"
T. Graham Brown,['country']
T. M. Soundararajan,"['deep indian pop', 'filmi', 'tamil pop']"
T. Morakis,[]
T. R. Mahalingam,"['carnatic', 'carnatic instrumental', 'indian classical']"
T. Ramakrishna Sastry,[]
T. Rex,"['album rock', 'art rock', 'blues rock', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock']"
T. S. Bhagavathi,[]
T. S. Eliot,['poetry']
T. V. Rathinam,[]
T.G. Sheppard,"['classic country pop', 'country', 'country rock']"
T.G.Saraswathi,[]
T.Giacobetti,[]
T.I.,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
T.I.P,[]
T.K. Govindan,[]
T.K. Soul,"['southern soul', 'southern soul blues']"
T.Kanakam,[]
T.N. Rajarathnam Pillai,"['carnatic instrumental', 'indian classical']"
T.O Suprapto,[]
T.O.M.,[]
T.R.Rajkumari,[]
T.R.Ramachandran,[]
T.S.O.L.,"['hardcore punk', 'horror punk', 'punk', 'skate punk']"
T.V. Carpio,['hollywood']
T3R Elemento,"['corrido', 'corridos tumbados', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
T9ine,['florida rap']
TACO,[]
TAEMIN,['k-pop']
TAEYANG,['korean r&b']
TAPZ,['escape room']
TAYA,[]
TEKNI,[]
TEMPOREX,"['bedroom pop', 'indie garage rock', 'indie pop', 'san diego indie']"
TFDI,[]
THE DRIVER ERA,"['indie pop', 'modern alternative rock']"
THE DU,"['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'rap', 'southern hip hop', 'trap']"
THE GUY,"['bow pop', 'classify']"
THE KOXX,['korean indie rock']
THE ORAL CIGARETTES,"['j-pop', 'j-poprock', 'j-rock', 'japanese indie rock']"
THE SCOTTS,['rap']
THEY.,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']"
TICIANE,[]
TIN TAN Y MARCELO,[]
TJ O'Neill,[]
TJR,[]
TK Kravitz,"['pop r&b', 'trap']"
TK from Ling tosite sigure,"['anime score', 'j-poprock', 'j-rock', 'otacore']"
TKA,"['australian hip hop', 'escape room']"
TLC,"['atl hip hop', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
TM Juke,"['electronica', 'ninja', 'nu jazz', 'turntablism']"
TMO,[]
TNGHT,"['bass music', 'electronic trap']"
TNT,['euphoric hardstyle']
TNT Band,['salsa international']
TOKYOï¿½ï¿½ï¿½S R,"['meme rap', 'sad rap', 'underground hip hop', 'vapor trap', 'viral rap']"
TOKiMONSTA,"['chillwave', 'electra', 'escape room', 'future bass', 'vapor soul', 'vapor twitch', 'wonky']"
TOM CANNING,[]
TOMORROW X TOGETHER,['k-pop']
TOOL,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']"
TOPS,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'folk rock', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soul']"
TORIENA,['denpa-kei']
TOTO,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
TOWA TEI,"['japanese city pop', 'japanese jazztronica', 'shibuya-kei']"
TPOK Jazz,['soukous']
TQ,"['r&b', 'urban contemporary']"
TRAQULA,['meme rap']
TRU,['indie pop']
TRUSTcompany,"['alabama metal', 'alternative metal', 'nu metal', 'post-grunge', 'rap rock']"
TSUKI,[]
TURBO,['trap']
TURIYA ALICE COLTRANE,[]
TV Girl,"['chillwave', 'indie garage rock', 'indie pop', 'indie rock']"
TV On The Radio,"['alternative dance', 'alternative rock', 'brooklyn indie', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'new rave', 'rock']"
TV Philarmonic Orchestra,[]
TV Themes,['theme']
TVXQ!,"['k-pop', 'k-pop boy group']"
TWENTY88,"['alternative r&b', 'pop r&b']"
TWICE,"['k-pop', 'k-pop girl group']"
TWRP,"['comic', 'nightrun']"
Ta'Rea Campbell,[]
Taana Gardner,"['deep disco', 'post-disco', 'rare groove']"
Taao Kross,[]
Taavi Mote,[]
Tab Benoit,"['blues', 'blues rock', 'electric blues', 'louisiana blues', 'memphis blues', 'modern blues', 'modern blues rock', 'modern funk', 'new orleans blues', 'swamp blues']"
Tab Hunter,['deep adult standards']
Tabet,[]
Tabish Green,[]
Tablo,"['k-pop', 'k-rap', 'korean r&b']"
Tabu Kliffe,[]
Tabu Ley Rochereau,"['afropop', 'highlife', 'rumba congolaise', 'soukous', 'world']"
Taco,[]
Tad,"['chicago rap', 'drill']"
Tadashi Imai,[]
Tadd Dameron,"['bebop', 'hard bop', 'jazz']"
Tadd Dameron Sextet,[]
Tadeusz Strugala,[]
Tadoe,"['chicago rap', 'drill']"
Taeko Onuki,"['anime score', 'japanese city pop', 'japanese jazz', 'japanese new wave', 'shibuya-kei', 'techno kayo']"
Tag Team,['miami bass']
Tage Siven,[]
Tai Verdes,['modern indie pop']
Taigenz,[]
Tainy,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'trap latino', 'tropical']"
Taio Cruz,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Taj Mahal,"['acoustic blues', 'blues', 'blues rock', 'classic rock', 'country blues', 'country rock', 'folk rock', 'funk', 'harmonica blues', 'jam band', 'jazz blues', 'modern blues', 'roots rock', 'soul', 'traditional blues']"
Takako Nishizaki,"['japanese classical performance', 'violin']"
Takashi Yoshimatsu,['japanese classical']
Take 6,"['a cappella', 'christian a cappella', 'gospel']"
Take A Daytrip,[]
Take Me To Your Best Friends House,[]
Take That,"['boy band', 'dance pop', 'europop', 'hollywood']"
Taken By Trees,['swedish synthpop']
Takeoff,"['atl hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
Takeshi Inomata,"['classic japanese jazz', 'japanese jazz']"
Taking Back Sunday,"['emo', 'pop punk']"
Takis Binis,['rebetiko']
Takis Dimitriadis,[]
Takis Karnavas,[]
Takis Mpinis,[]
Takis Nikolaou,[]
Taku Iwasaki,['anime score']
Tal & Groethuysen,"['classical piano', 'classical piano duo', 'german classical piano']"
Tal Bachman,['pop rock']
Tal Farlow,"['bebop', 'cool jazz', 'jazz guitar', 'soul jazz']"
Tal Farlow Quartet,[]
Talaga Steve Sale,[]
Talat Mahmood,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'sufi']"
Talent,"['alternative metal', 'canadian punk', 'nu metal', 'pop punk', 'punk']"
Talib Kweli,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop']"
Talisman,[]
Talk Talk,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']"
Talking Heads,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']"
Tall Heights,"['boston folk', 'folk-pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']"
Tallin Chamber Orchestra,['chamber orchestra']
Tally Hall,"['ann arbor indie', 'comic', 'indie pop']"
Tamar Braxton,"['dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
Tamba Trio,"['bossa nova', 'brazilian jazz', 'samba-jazz']"
Tame Impala,"['australian psych', 'neo-psychedelic']"
Tamela Mann,['gospel']
Tami Lynn,['northern soul']
Tamia,"['canadian pop', 'dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']"
Tammi Terrell,"['classic soul', 'motown']"
Tammy Cochran,"['country dawn', 'deep contemporary country']"
Tammy Lucas,[]
Tammy Ruggieri,[]
Tammy Wynette,"['country', 'country dawn', 'nashville sound']"
Tampa Red,"['acoustic blues', 'blues', 'boogie-woogie', 'chicago blues', 'country blues', 'traditional blues']"
Tamï¿½ï¿½s ,"['hungarian folk', 'magyar alternative']"
Tan Dun,"['chinese classical', 'chinese soundtrack']"
Tana Mongeau,['social media pop']
Tanburi Refik Fersan,[]
Tancredi Pasero,['italian bass']
Tangerine Dream,"['art rock', 'berlin school', 'krautrock', 'progressive rock', 'symphonic rock']"
Tanguturi Suryakumari,[]
Tani,"['desi pop', 'filmi', 'modern bollywood']"
Tania,['rock kapak']
Tania Maria,"['bossa nova', 'brazilian jazz']"
Tanis Lugo,[]
Tanita Tikaram,['new wave pop']
Tank,"['pop r&b', 'r&b', 'urban contemporary']"
Tanto Metro & Devonte,"['dancehall', 'old school dancehall', 'soca']"
Tantric,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']"
Tanya Blount,[]
Tanya Chua,"['chinese indie', 'mandopop', 'singaporean mandopop', 'singaporean pop', 'singaporean singer-songwriter', 'taiwan singer-songwriter']"
Tanya Goodman,['lullaby']
Tanya Tucker,"['classic country pop', 'country', 'country dawn', 'country rock', 'outlaw country']"
Taos Amrouche,[]
Tapan Kumar,[]
Tapati Dam,[]
Tapi Dharma Rao,[]
Taproot,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap rock']"
Tara,[]
Tara Bai,[]
Tara Bhattacharya,[]
Tara Charendoff,[]
Tara Kemp,[]
Taras Shtonda,[]
Tarika Blue,['jazz funk']
Tariq Trotter,[]
Tarit Chowdhury,[]
Tarkan,['turkish pop']
Taro Umebayashi,[]
Taron Egerton,['hollywood']
Tarro,[]
Tarrus Riley,"['dancehall', 'jawaiian', 'lovers rock', 'modern reggae', 'reggae', 'roots reggae']"
Tarun Banerjee,[]
Tash,"['gospel', 'naija worship']"
Tash Neal,[]
Tash Sultana,['australian reggae fusion']
Tasha Baxter,[]
Tasha Cobbs Leonard,"['gospel', 'naija worship']"
Tasia Verra,['rebetiko']
Tasmin Archer,['new wave pop']
Tasmin Little,['violin']
Tasos Kostopoulos,[]
Tasos Xalkias-Klarino,[]
Taste,"['boogie', 'disco', 'funk', 'post-disco']"
Tat Ming Pair,"['c-pop', 'cantopop', 'chinese indie', 'classic cantopop', 'hong kong indie', 'hong kong rock']"
Tate McRae,"['pop', 'post-teen pop']"
Tateeze,[]
Tatiana,[]
Tatiana Manaois,[]
Tatico Henriquez,"['merengue', 'merengue tipico']"
Tatico Henriquez Y Sus Muchachos,['merengue tipico']
Tatyana Ali,['hip pop']
Tauren Wells,"['anthem worship', 'ccm', 'christian music', 'christian pop', 'world worship']"
Tavares,"['adult standards', 'classic soul', 'disco', 'motown', 'post-disco', 'quiet storm', 'soft rock']"
Tawatha Agee,['movie tunes']
Tay Dizm,['florida rap']
Tay Money,"['dfw rap', 'trap queen']"
Tay-K,"['cali rap', 'dfw rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
Taye Diggs,[]
Taylor Davis,"['bow pop', 'otacore', 'pop violin', 'scorecore']"
